plant_id;signal_id;csv_column;unit;role;dam_id;store_samples;kommentar
haukland;HAUKLAND_SKRSTMVT_NIVA_MOH_PV;Cluster1.HAUKLAND_SKRSTMVT_NIVA_MOH_PV;moh;UpstreamLevel;haukland_skrstmvt;true;Skaarstemmevatn nivaa moh
haukland;HAUKLAND_SKRSTMVT_NIVA_REF_HRV_PV;Cluster1.HAUKLAND_SKRSTMVT_NIVA_REF_HRV_PV;None;Other;haukland_skrstmvt;false;Skaarstemmevatn HRV-ref
haukland;HAUKLAND_SKRSTMVT_NIVA_SENSOR_PRI_HRV_PV;Cluster1.HAUKLAND_SKRSTMVT_NIVA_SENSOR_PRI_HRV_PV;None;Other;haukland_skrstmvt;false;Skaarstemmevatn sensor pri HRV
haukland;HAUKLAND_SKRSTMVT_NIVA_SENSOR_PRI_KOTE_PV;Cluster1.HAUKLAND_SKRSTMVT_NIVA_SENSOR_PRI_KOTE_PV;None;Other;haukland_skrstmvt;false;Skaarstemmevatn sensor pri kote
haukland;HAUKLAND_SKRSTMVT_NIVA_SENSOR_RES_HRV_PV;Cluster1.HAUKLAND_SKRSTMVT_NIVA_SENSOR_RES_HRV_PV;None;Other;haukland_skrstmvt;false;Skaarstemmevatn sensor res HRV
haukland;HAUKLAND_SKRSTMVT_NIVA_SENSOR_RES_KOTE_PV;Cluster1.HAUKLAND_SKRSTMVT_NIVA_SENSOR_RES_KOTE_PV;None;Other;haukland_skrstmvt;false;Skaarstemmevatn sensor res kote
haukland;HAUKLAND_SKRSTMVT_NIVA_VTA_PV;Cluster1.HAUKLAND_SKRSTMVT_NIVA_VTA_PV;None;Other;haukland_skrstmvt;false;Skaarstemmevatn VTA
haukland;HAUKLAND_STEMMEVT_FORSYN_230VAC_U_PV;Cluster1.HAUKLAND_STEMMEVT_FORSYN_230VAC_U_PV;None;Other;haukland_stemmevt;false;Stemmevatn forsyning 230VAC
haukland;HAUKLAND_STEMMEVT_FORSYN_24VDC_BATT_I_PV;Cluster1.HAUKLAND_STEMMEVT_FORSYN_24VDC_BATT_I_PV;None;Other;haukland_stemmevt;false;Stemmevatn batt stroem
haukland;HAUKLAND_STEMMEVT_FORSYN_24VDC_BATT_KAP_PV;Cluster1.HAUKLAND_STEMMEVT_FORSYN_24VDC_BATT_KAP_PV;None;Other;haukland_stemmevt;false;Stemmevatn batt kapasitet
haukland;HAUKLAND_STEMMEVT_FORSYN_24VDC_BATT_TEMP_PV;Cluster1.HAUKLAND_STEMMEVT_FORSYN_24VDC_BATT_TEMP_PV;None;Other;haukland_stemmevt;false;Stemmevatn batt temp
haukland;HAUKLAND_STEMMEVT_FORSYN_24VDC_BATT_TID_PV;Cluster1.HAUKLAND_STEMMEVT_FORSYN_24VDC_BATT_TID_PV;None;Other;haukland_stemmevt;false;Stemmevatn batt tid
haukland;HAUKLAND_STEMMEVT_FORSYN_24VDC_BATT_U_PV;Cluster1.HAUKLAND_STEMMEVT_FORSYN_24VDC_BATT_U_PV;None;Other;haukland_stemmevt;false;Stemmevatn batt spenning
haukland;HAUKLAND_STEMMEVT_FORSYN_24VDC_LAST_I_PV;Cluster1.HAUKLAND_STEMMEVT_FORSYN_24VDC_LAST_I_PV;None;Other;haukland_stemmevt;false;Stemmevatn last stroem
haukland;HAUKLAND_STEMMEVT_FORSYN_24VDC_LAST_U_PV;Cluster1.HAUKLAND_STEMMEVT_FORSYN_24VDC_LAST_U_PV;None;Other;haukland_stemmevt;false;Stemmevatn last spenning
haukland;HAUKLAND_STEMMEVT_FORSYN_24VDC_LIKERETT_U_PV;Cluster1.HAUKLAND_STEMMEVT_FORSYN_24VDC_LIKERETT_U_PV;None;Other;haukland_stemmevt;false;Stemmevatn likeretter
haukland;HAUKLAND_STEMMEVT_KONTROLL_KOM_AL;Cluster1.HAUKLAND_STEMMEVT_KONTROLL_KOM_AL;None;CommunicationAlarm;haukland_stemmevt;true;Stemmevatn kom-alarm
haukland;HAUKLAND_STEMMEVT_KONTROLL_MAG_FYLLGRD_PV;Cluster1.HAUKLAND_STEMMEVT_KONTROLL_MAG_FYLLGRD_PV;%;ReservoirFillFactor;haukland_stemmevt;true;Stemmevatn fyllgrad
haukland;HAUKLAND_STEMMEVT_KONTROLL_MAG_NEDBKAP_PV;Cluster1.HAUKLAND_STEMMEVT_KONTROLL_MAG_NEDBKAP_PV;mm;LowestRegulatedLevel;haukland_stemmevt;true;Stemmevatn LRV-ref
haukland;HAUKLAND_STEMMEVT_KONTROLL_MAG_OVLOP_PV;Cluster1.HAUKLAND_STEMMEVT_KONTROLL_MAG_OVLOP_PV;m3/s;OverflowFlow;haukland_stemmevt;true;Stemmevatn overloep (terminal)
haukland;HAUKLAND_STEMMEVT_KONTROLL_MAG_VOLUM_PV;Cluster1.HAUKLAND_STEMMEVT_KONTROLL_MAG_VOLUM_PV;Mill.m3;ReservoirVolume;haukland_stemmevt;true;Stemmevatn volum
haukland;HAUKLAND_STEMMEVT_KONTROLL_TOT_VF_PV;Cluster1.HAUKLAND_STEMMEVT_KONTROLL_TOT_VF_PV;m3/s;TotalDamFlow;haukland_stemmevt;true;Stemmevatn total VF
haukland;HAUKLAND_STEMMEVT_MET_DUGGPUNKT_PV;Cluster1.HAUKLAND_STEMMEVT_MET_DUGGPUNKT_PV;None;Other;haukland_stemmevt;false;Stemmevatn duggpunkt
haukland;HAUKLAND_STEMMEVT_MET_LUFTTEMP2_PV;Cluster1.HAUKLAND_STEMMEVT_MET_LUFTTEMP2_PV;None;Other;haukland_stemmevt;false;Stemmevatn lufttemp2
haukland;HAUKLAND_STEMMEVT_MET_LUFTTEMP_EFFEKTIV_PV;Cluster1.HAUKLAND_STEMMEVT_MET_LUFTTEMP_EFFEKTIV_PV;None;Other;haukland_stemmevt;false;Stemmevatn lufttemp effektiv
haukland;HAUKLAND_STEMMEVT_MET_LUFTTEMP_PV;Cluster1.HAUKLAND_STEMMEVT_MET_LUFTTEMP_PV;None;Other;haukland_stemmevt;false;Stemmevatn lufttemp
haukland;HAUKLAND_STEMMEVT_MET_LUFTTRYKK2_PV;Cluster1.HAUKLAND_STEMMEVT_MET_LUFTTRYKK2_PV;None;Other;haukland_stemmevt;false;Stemmevatn lufttrykk2
haukland;HAUKLAND_STEMMEVT_MET_LUFTTRYKK_PV;Cluster1.HAUKLAND_STEMMEVT_MET_LUFTTRYKK_PV;None;Other;haukland_stemmevt;false;Stemmevatn lufttrykk
haukland;HAUKLAND_STEMMEVT_MET_NEDBOR_AKK_AR_PV;Cluster1.HAUKLAND_STEMMEVT_MET_NEDBOR_AKK_AR_PV;None;Other;haukland_stemmevt;false;Stemmevatn nedboer akk aar
haukland;HAUKLAND_STEMMEVT_MET_NEDBOR_FORR_DOGN_PV;Cluster1.HAUKLAND_STEMMEVT_MET_NEDBOR_FORR_DOGN_PV;None;Other;haukland_stemmevt;false;Stemmevatn nedboer forrige doegn
haukland;HAUKLAND_STEMMEVT_MET_NEDBOR_FORR_TIME_PV;Cluster1.HAUKLAND_STEMMEVT_MET_NEDBOR_FORR_TIME_PV;None;Other;haukland_stemmevt;false;Stemmevatn nedboer forrige time
haukland;HAUKLAND_STEMMEVT_MET_NEDBOR_INNEV_DOGN_PV;Cluster1.HAUKLAND_STEMMEVT_MET_NEDBOR_INNEV_DOGN_PV;None;Other;haukland_stemmevt;false;Stemmevatn nedboer inneverende doegn
haukland;HAUKLAND_STEMMEVT_MET_NEDBOR_INNEV_TIME_PV;Cluster1.HAUKLAND_STEMMEVT_MET_NEDBOR_INNEV_TIME_PV;None;Other;haukland_stemmevt;false;Stemmevatn nedboer inneverende time
haukland;HAUKLAND_STEMMEVT_MET_NEDBOR_REK_DOGN_PV;Cluster1.HAUKLAND_STEMMEVT_MET_NEDBOR_REK_DOGN_PV;None;Other;haukland_stemmevt;false;Stemmevatn nedboer rek doegn
haukland;HAUKLAND_STEMMEVT_MET_NEDBOR_REK_TIME_PV;Cluster1.HAUKLAND_STEMMEVT_MET_NEDBOR_REK_TIME_PV;None;Other;haukland_stemmevt;false;Stemmevatn nedboer rek time
haukland;HAUKLAND_STEMMEVT_MET_REL_LUFTFUKT_PV;Cluster1.HAUKLAND_STEMMEVT_MET_REL_LUFTFUKT_PV;None;Other;haukland_stemmevt;false;Stemmevatn rel luftfukt
haukland;HAUKLAND_STEMMEVT_MET_SOLINSTRALING_PV;Cluster1.HAUKLAND_STEMMEVT_MET_SOLINSTRALING_PV;None;Other;haukland_stemmevt;false;Stemmevatn solinnstraaling
haukland;HAUKLAND_STEMMEVT_MET_VIND_HASTIGHET_PV;Cluster1.HAUKLAND_STEMMEVT_MET_VIND_HASTIGHET_PV;None;Other;haukland_stemmevt;false;Stemmevatn vindhastighet
haukland;HAUKLAND_STEMMEVT_MET_VIND_HASTIGHET_SNITT_PV;Cluster1.HAUKLAND_STEMMEVT_MET_VIND_HASTIGHET_SNITT_PV;None;Other;haukland_stemmevt;false;Stemmevatn vindhastighet snitt
haukland;HAUKLAND_STEMMEVT_MET_VIND_RETNING_PV;Cluster1.HAUKLAND_STEMMEVT_MET_VIND_RETNING_PV;None;Other;haukland_stemmevt;false;Stemmevatn vindretning
haukland;HAUKLAND_STEMMEVT_NIVA_MOH_PV;Cluster1.HAUKLAND_STEMMEVT_NIVA_MOH_PV;moh;UpstreamLevel;haukland_stemmevt;true;Stemmevatn nivaa moh
haukland;HAUKLAND_STEMMEVT_NIVA_REF_HRV_PV;Cluster1.HAUKLAND_STEMMEVT_NIVA_REF_HRV_PV;None;Other;haukland_stemmevt;false;Stemmevatn HRV-ref
haukland;HAUKLAND_STEMMEVT_NIVA_SENSOR_PRI_HRV_PV;Cluster1.HAUKLAND_STEMMEVT_NIVA_SENSOR_PRI_HRV_PV;None;Other;haukland_stemmevt;false;Stemmevatn sensor pri HRV
haukland;HAUKLAND_STEMMEVT_NIVA_SENSOR_PRI_KOTE_PV;Cluster1.HAUKLAND_STEMMEVT_NIVA_SENSOR_PRI_KOTE_PV;None;Other;haukland_stemmevt;false;Stemmevatn sensor pri kote
haukland;HAUKLAND_STEMMEVT_NIVA_SENSOR_RES_HRV_PV;Cluster1.HAUKLAND_STEMMEVT_NIVA_SENSOR_RES_HRV_PV;None;Other;haukland_stemmevt;false;Stemmevatn sensor res HRV
haukland;HAUKLAND_STEMMEVT_NIVA_SENSOR_RES_KOTE_PV;Cluster1.HAUKLAND_STEMMEVT_NIVA_SENSOR_RES_KOTE_PV;None;Other;haukland_stemmevt;false;Stemmevatn sensor res kote
haukland;HAUKLAND_STEMMEVT_NIVA_VTA_PV;Cluster1.HAUKLAND_STEMMEVT_NIVA_VTA_PV;None;Other;haukland_stemmevt;false;Stemmevatn VTA
haukland;HAUKLAND_STOLSVT_FORSYN_230VAC_U_PV;Cluster1.HAUKLAND_STOLSVT_FORSYN_230VAC_U_PV;None;Other;haukland_stolsvt;false;Stoelsvatn forsyning 230VAC
haukland;HAUKLAND_STOLSVT_FORSYN_24VDC_BATT_I_PV;Cluster1.HAUKLAND_STOLSVT_FORSYN_24VDC_BATT_I_PV;None;Other;haukland_stolsvt;false;Stoelsvatn batt stroem
haukland;HAUKLAND_STOLSVT_FORSYN_24VDC_BATT_KAP_PV;Cluster1.HAUKLAND_STOLSVT_FORSYN_24VDC_BATT_KAP_PV;None;Other;haukland_stolsvt;false;Stoelsvatn batt kapasitet
haukland;HAUKLAND_STOLSVT_FORSYN_24VDC_BATT_TEMP_PV;Cluster1.HAUKLAND_STOLSVT_FORSYN_24VDC_BATT_TEMP_PV;None;Other;haukland_stolsvt;false;Stoelsvatn batt temp
haukland;HAUKLAND_STOLSVT_FORSYN_24VDC_BATT_TID_PV;Cluster1.HAUKLAND_STOLSVT_FORSYN_24VDC_BATT_TID_PV;None;Other;haukland_stolsvt;false;Stoelsvatn batt tid
haukland;HAUKLAND_STOLSVT_FORSYN_24VDC_BATT_U_PV;Cluster1.HAUKLAND_STOLSVT_FORSYN_24VDC_BATT_U_PV;None;Other;haukland_stolsvt;false;Stoelsvatn batt spenning
haukland;HAUKLAND_STOLSVT_FORSYN_24VDC_LAST_I_PV;Cluster1.HAUKLAND_STOLSVT_FORSYN_24VDC_LAST_I_PV;None;Other;haukland_stolsvt;false;Stoelsvatn last stroem
haukland;HAUKLAND_STOLSVT_FORSYN_24VDC_LAST_U_PV;Cluster1.HAUKLAND_STOLSVT_FORSYN_24VDC_LAST_U_PV;None;Other;haukland_stolsvt;false;Stoelsvatn last spenning
haukland;HAUKLAND_STOLSVT_FORSYN_24VDC_LIKERETT_U_PV;Cluster1.HAUKLAND_STOLSVT_FORSYN_24VDC_LIKERETT_U_PV;None;Other;haukland_stolsvt;false;Stoelsvatn likeretter
haukland;HAUKLAND_STOLSVT_KONTROLL_AGC_DB_SP;Cluster1.HAUKLAND_STOLSVT_KONTROLL_AGC_DB_SP;None;Other;haukland_stolsvt;false;Stoelsvatn AGC
haukland;HAUKLAND_STOLSVT_KONTROLL_KOM_AL;Cluster1.HAUKLAND_STOLSVT_KONTROLL_KOM_AL;None;CommunicationAlarm;haukland_stolsvt;true;Stoelsvatn kom-alarm
haukland;HAUKLAND_STOLSVT_KONTROLL_MAG_FYLLGRD_PV;Cluster1.HAUKLAND_STOLSVT_KONTROLL_MAG_FYLLGRD_PV;%;ReservoirFillFactor;haukland_stolsvt;true;Stoelsvatn fyllgrad
haukland;HAUKLAND_STOLSVT_KONTROLL_MAG_NEDBKAP_PV;Cluster1.HAUKLAND_STOLSVT_KONTROLL_MAG_NEDBKAP_PV;mm;LowestRegulatedLevel;haukland_stolsvt;true;Stoelsvatn LRV-ref
haukland;HAUKLAND_STOLSVT_KONTROLL_MAG_OVLOP_PV;Cluster1.HAUKLAND_STOLSVT_KONTROLL_MAG_OVLOP_PV;m3/s;OverflowFlow;haukland_stolsvt;true;Stoelsvatn overloep
haukland;HAUKLAND_STOLSVT_KONTROLL_MAG_VOLUM_PV;Cluster1.HAUKLAND_STOLSVT_KONTROLL_MAG_VOLUM_PV;Mill.m3;ReservoirVolume;haukland_stolsvt;true;Stoelsvatn volum
haukland;HAUKLAND_STOLSVT_KONTROLL_REG_LUKE1_POS_SP_SP;Cluster1.HAUKLAND_STOLSVT_KONTROLL_REG_LUKE1_POS_SP_SP;None;Other;haukland_stolsvt;false;Stoelsvatn reg luke1 pos SP
haukland;HAUKLAND_STOLSVT_KONTROLL_REG_LUKE1_POS_SP_TM_PV;Cluster1.HAUKLAND_STOLSVT_KONTROLL_REG_LUKE1_POS_SP_TM_PV;None;Other;haukland_stolsvt;false;Stoelsvatn reg luke1 pos TM
haukland;HAUKLAND_STOLSVT_KONTROLL_REG_LUKE1_VF_SP_SP;Cluster1.HAUKLAND_STOLSVT_KONTROLL_REG_LUKE1_VF_SP_SP;None;Other;haukland_stolsvt;false;Stoelsvatn reg luke1 VF SP
haukland;HAUKLAND_STOLSVT_KONTROLL_REG_LUKE1_VF_SP_TM_PV;Cluster1.HAUKLAND_STOLSVT_KONTROLL_REG_LUKE1_VF_SP_TM_PV;None;Other;haukland_stolsvt;false;Stoelsvatn reg luke1 VF TM
haukland;HAUKLAND_STOLSVT_KONTROLL_TOT_VF_PV;Cluster1.HAUKLAND_STOLSVT_KONTROLL_TOT_VF_PV;m3/s;TotalDamFlow;haukland_stolsvt;true;Stoelsvatn total VF
haukland;HAUKLAND_STOLSVT_LEKK_VF_PV;Cluster1.HAUKLAND_STOLSVT_LEKK_VF_PV;None;Other;haukland_stolsvt;false;Stoelsvatn lekkasje VF
haukland;HAUKLAND_STOLSVT_LEKK_VTA_PV;Cluster1.HAUKLAND_STOLSVT_LEKK_VTA_PV;None;Other;haukland_stolsvt;false;Stoelsvatn lekkasje VTA
haukland;HAUKLAND_STOLSVT_LUKE1_POS_PV;Cluster1.HAUKLAND_STOLSVT_LUKE1_POS_PV;cm;GatePosition;haukland_stolsvt;true;Stoelsvatn luke1 pos
haukland;HAUKLAND_STOLSVT_LUKE1_VF_PV;Cluster1.HAUKLAND_STOLSVT_LUKE1_VF_PV;m3/s;GateFlow;haukland_stolsvt;true;Stoelsvatn luke1 VF
haukland;HAUKLAND_STOLSVT_MET_LUFTTEMP_PV;Cluster1.HAUKLAND_STOLSVT_MET_LUFTTEMP_PV;None;Other;haukland_stolsvt;false;Stoelsvatn lufttemp
haukland;HAUKLAND_STOLSVT_MET_LUFTTRYKK_PV;Cluster1.HAUKLAND_STOLSVT_MET_LUFTTRYKK_PV;None;Other;haukland_stolsvt;false;Stoelsvatn lufttrykk
haukland;HAUKLAND_STOLSVT_NIVA_MOH_PV;Cluster1.HAUKLAND_STOLSVT_NIVA_MOH_PV;moh;UpstreamLevel;haukland_stolsvt;true;Stoelsvatn nivaa moh
haukland;HAUKLAND_STOLSVT_NIVA_REF_HRV_PV;Cluster1.HAUKLAND_STOLSVT_NIVA_REF_HRV_PV;None;Other;haukland_stolsvt;false;Stoelsvatn HRV-ref
haukland;HAUKLAND_STOLSVT_NIVA_SENSOR_PRI_HRV_PV;Cluster1.HAUKLAND_STOLSVT_NIVA_SENSOR_PRI_HRV_PV;None;Other;haukland_stolsvt;false;Stoelsvatn sensor pri HRV
haukland;HAUKLAND_STOLSVT_NIVA_SENSOR_PRI_KOTE_PV;Cluster1.HAUKLAND_STOLSVT_NIVA_SENSOR_PRI_KOTE_PV;None;Other;haukland_stolsvt;false;Stoelsvatn sensor pri kote
haukland;HAUKLAND_STOLSVT_NIVA_SENSOR_RES_HRV_PV;Cluster1.HAUKLAND_STOLSVT_NIVA_SENSOR_RES_HRV_PV;None;Other;haukland_stolsvt;false;Stoelsvatn sensor res HRV
haukland;HAUKLAND_STOLSVT_NIVA_SENSOR_RES_KOTE_PV;Cluster1.HAUKLAND_STOLSVT_NIVA_SENSOR_RES_KOTE_PV;None;Other;haukland_stolsvt;false;Stoelsvatn sensor res kote
haukland;HAUKLAND_STOLSVT_NIVA_VTA_PV;Cluster1.HAUKLAND_STOLSVT_NIVA_VTA_PV;None;Other;haukland_stolsvt;false;Stoelsvatn VTA
haukland;HAUKLAND_VANNVEI_VENTILHUS_24VDC_U_PV;Cluster1.HAUKLAND_VANNVEI_VENTILHUS_24VDC_U_PV;VDC;Other;;false;Vannvei ventilhus 24VDC
haukland;V26_HAUKLAND_AGC_AKTIV_SP;Cluster1.V26_HAUKLAND_AGC_AKTIV_SP;None;Other;;false;V26 AGC aktiv (eldre config)
